study_ID,Study,island_code,island_name,number_of_islands,n_island_cat,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,island_type,DEM_elevation_max,DEM_elevation_min,island_lat,island_lon,island_type2,fixed_proportional,dataset_coord_lat,dataset_coord_long,sampling_effort,sampling_effort_unit,sampling_method,sampling_method_dimensions,sampling_notes,sampling_time_frame,no_hours_sampled
Theurkauf_2017,Theurkauf_2017_data,Lifou,Lifou,3,3 to 9,114000,Theurkauf_2017,104,Wikipedia,maximum elevation,Birds,True Island,113,1,-20.9885,167.2073611,volcanic,not_standardized,-21.57184259,166.6514167,362,points,audial bird counts,NA,"we used 3763 points (corresponding to 1 point per 4 km² of the island) of several audial bird counts (covering all species) all over Grande Terre (see Legault et al., 2011 for details) and 362 points (1 point per 3 km²) on Lifou (Barre et al., 2006). Additionally, we used 83 points (1 point per 2 km²) on ^Ile des Pins as an example of a small island (150 km²). Because the points were distributed all over the islands, we estimated the range of each species by multiplying the proportion of points at which a given species occurred by the surface of Grande Terre (16,000 km²), Lifou (1140 km²) or ^Ile des Pins, respectively, except for species with published information on their range: 315 km² for the Crow Honeyeater (Okahisa et al., 2016), 2800 km² for the New Caledonian Parakeet and 3500 km² for the Horned Parakeet (Legault et al., 2013). To make our results comparable to Reeve et al. (2016), we excluded introduced species, nocturnal birds, swifts and above-canopy raptors from the analyses.",NA,NA
Usher_1986,Usher_1986_data,Ardley Island,Ardley Island,4,3 to 9,113,confirmed with Google Earth,NA,NA,NA,Invertebrates,True Island,884,1,-62.212449,-58.931903,continental,not_standardized,-63.8163067,-59.18887853,NA,insufficient details on sampling,vegetation samples,NA,"Time spent on any island, except Signy Island, varied from 0.5 h to 8 h. Except on Lynch Island (Usher & Edwards, 1984a), no attempt was made to sample quantitatively by using soil-cores. Instead, small samples of vegetation or other organic debris, approximately circular and between 6 and 10 cm in diameter.",NA,0.5 to 8h
Usher_1986,Usher_1986_data,Darboux Island,Darboux Island,4,3 to 9,147,Wikipedia (Cebuano version),270,Wikipedia,maximum elevation,Invertebrates,True Island,884,1,-67,-68,continental,not_standardized,-63.8163067,-59.18887853,NA,insufficient details on sampling,vegetation samples,NA,"Time spent on any island, except Signy Island, varied from 0.5 h to 8 h. Except on Lynch Island (Usher & Edwards, 1984a), no attempt was made to sample quantitatively by using soil-cores. Instead, small samples of vegetation or other organic debris, approximately circular and between 6 and 10 cm in diameter.",NA,0.5 to 8h
Usher_1986,Usher_1986_data,Green Island,Green Island,4,3 to 9,20,Wikipedia,83,Wikipedia,maximum elevation,Invertebrates,True Island,884,1,-65.4,-64.21666667,continental,not_standardized,-63.8163067,-59.18887853,NA,insufficient details on sampling,vegetation samples,NA,"Time spent on any island, except Signy Island, varied from 0.5 h to 8 h. Except on Lynch Island (Usher & Edwards, 1984a), no attempt was made to sample quantitatively by using soil-cores. Instead, small samples of vegetation or other organic debris, approximately circular and between 6 and 10 cm in diameter.",NA,0.5 to 8h
Usher_1986,Usher_1986_data,Lynch Island,Lynch Island,4,3 to 9,10,Management Plan for Antarctic Specially Protected Area No. 110: Measure 1. Antarctic Treaty Secretariat. 2000,57,Management Plan for Antarctic Specially Protected Area No. 110: Measure 1. Antarctic Treaty Secretariat. 2000,maximum elevation,Invertebrates,True Island,1731,411,-60.65277778,-45.60694444,continental,not_standardized,-63.8163067,-59.18887853,NA,insufficient details on sampling,vegetation samples,NA,"Time spent on any island, except Signy Island, varied from 0.5 h to 8 h. Except on Lynch Island (Usher & Edwards, 1984a), no attempt was made to sample quantitatively by using soil-cores. Instead, small samples of vegetation or other organic debris, approximately circular and between 6 and 10 cm in diameter.",NA,0.5 to 8h
Waqasakiti_2018,Waqasakiti_2018_data,Gait,Gau,10,10 to 15,13610,Wikipedia,738,Wagasakiti_2018,maximum elevation,Beetles,True Island,718,1,-17.98,179.275,volcanic,not_standardized,-17.9842,179.5109,1,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Kad,Kadavu,10,10 to 15,41100,Wikipedia,805,Wikipedia,maximum elevation,Beetles,True Island,802,1,-19.078,178.121,volcanic,not_standardized,-17.9842,179.5109,3,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Kor,Koro,10,10 to 15,10530,Wikipedia,552,Wikipedia,maximum elevation,Beetles,True Island,1649,1,-17.376,179.387,volcanic,not_standardized,-17.9842,179.5109,2,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Lak,Lakeba,10,10 to 15,5950,Wikipedia,219,Wikipedia,maximum elevation,Beetles,True Island,223,1,-18.229,-178.857,volcanic,not_standardized,-17.9842,179.5109,1,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Moa,Moala,10,10 to 15,6500,Wikipedia,468,Wikipedia,maximum elevation,Beetles,True Island,464,1,-18.58,179.857,volcanic,not_standardized,-17.9842,179.5109,1,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Ova,Ovalau,10,10 to 15,10640,Wikipedia,625,Wikipedia,maximum elevation,Beetles,True Island,595,1,-17.644,178.762,volcanic,not_standardized,-17.9842,179.5109,1,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Tav,Taveuni,10,10 to 15,43400,Wikipedia,1241,Wikipedia,maximum elevation,Beetles,True Island,1230,1,-16.855,-179.89,volcanic,not_standardized,-17.9842,179.5109,2,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,VaL,Vanua Levu,10,10 to 15,558700,Wikipedia,1111,Wikipedia,maximum elevation,Beetles,True Island,1015,1,-16.533,179.018,volcanic,not_standardized,-17.9842,179.5109,3,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,Vat,Vatoa,10,10 to 15,445,Wikipedia,50,Wikipedia,maximum elevation,Beetles,True Island,59,1,-19.823,-178.24,volcanic,not_standardized,-17.9842,179.5109,1,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Waqasakiti_2018,Waqasakiti_2018_data,ViL,Viti Levu,10,10 to 15,1038800,Wikipedia,1324,Wikipedia,maximum elevation,Beetles,True Island,1410,1,-17.744,177.676,volcanic,not_standardized,-17.9842,179.5109,3,site per island,malaise trap,NA,Beetle collections were undertaken during two periods: June 2004 to February 2006 and from March 2008 to September 2010 (Table 1). Sampling sites were selected within intact lowland forest areas with closed canopy and good accessibility. A Garmin GPSMAP 60CSx handheld GPS navigator was used to accurately locate the sampling sites and record altitude (m above sea level). Cerambycidae were collected using Malaise traps erected at ground level and set for a period of 6-8 weeks in the field (Table 1),June 2004 to February 2006 and from March 2008 to September 2010,NA
Werden_2012,Werden_2012_data,Aubrey Island,AI,9,3 to 9,6.8,Werden_2012,82,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.29642,-76.1933198,continental,not_standardized,44.31891609,-76.10262353,1936,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Camelot Island,CI,9,3 to 9,9.4,Werden_2012,87,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.301517,-76.11115,continental,not_standardized,44.31891609,-76.10262353,1935,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Endymion Island,EI,9,3 to 9,5.7,Werden_2012,83,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.302827,-76.098184,continental,not_standardized,44.31891609,-76.10262353,1936,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Grenadier Island,GI,9,3 to 9,406.6,Werden_2012,112,Google Earth,maximum elevation,Mammals,Barrier Island,645,50,44.40777778,-75.8725,continental,not_standardized,44.31891609,-76.10262353,2206,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Hill Island,HI,9,3 to 9,531,Werden_2012,120,Google Earth,maximum elevation,Mammals,Barrier Island,645,50,44.3533,-75.9608,continental,not_standardized,44.31891609,-76.10262353,2296,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Lindsay Island,LI,9,3 to 9,14.4,Werden_2012,91,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.305707,-76.178957,continental,not_standardized,44.31891609,-76.10262353,1936,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,McDonald Island,MD,9,3 to 9,15.1,Werden_2012,86,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.314332,-76.170112,continental,not_standardized,44.31891609,-76.10262353,1936,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Mermaid Island,MI,9,3 to 9,1.7,Werden_2012,83,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.29461,-76.188433,continental,not_standardized,44.31891609,-76.10262353,1600,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werden_2012,Werden_2012_data,Thwartway Island,TI,9,3 to 9,40,Werden_2012,97,Google Earth,maximum elevation,Mammals,Barrier Island,385,60,44.293754,-76.150156,continental,not_standardized,44.31891609,-76.10262353,2176,trap nights,Sherman live traps,"large, non-folding, 3 x 3.5 x 9"", aluminum; H.B. Sherman Traps, Inc., Florida, USA",Traps were baited with sunflower seeds and contained polyester or natural cotton bedding to reduce the risk of hypothermia for the small mammals. Traps were set in the evening and checked early the following morning.,August 2006 and June and August 2009 and 2010,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,1pog,Poganackie Kepy I,17,16 to 30,0.01,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.10994167,21.74289722,lake island,not_standardized,54.08120343,21.67697925,2,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,2pog,Poganackie Kepy II,17,16 to 30,0.9,Werner_Zalewski_2006,118,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.10865556,21.74259722,lake island,not_standardized,54.08120343,21.67697925,3,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,3pog,Poganackie Kepy III,17,16 to 30,2.1,Werner_Zalewski_2006,118,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.10843333,21.73966389,lake island,not_standardized,54.08120343,21.67697925,6,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,dab,Debowa Górka,17,16 to 30,6.84,Werner_Zalewski_2006,131,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.06563056,21.71299722,lake island,not_standardized,54.08120343,21.67697925,9,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,gil,Gilma,17,16 to 30,9.9,Werner_Zalewski_2006,134,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.08024444,21.60065278,lake island,not_standardized,54.08120343,21.67697925,15,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,hel,Wyspa Helena,17,16 to 30,0.92,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.086125,21.63033611,lake island,not_standardized,54.08120343,21.67697925,6,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,kor,Wyspa Kormoranów,17,16 to 30,2.3,Werner_Zalewski_2006,120,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.101125,21.62357222,lake island,not_standardized,54.08120343,21.67697925,9,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,lip,Lipka,17,16 to 30,4.19,Werner_Zalewski_2006,118,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.09502222,21.60083889,lake island,not_standardized,54.08120343,21.67697925,9,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,mil,Mala Ilma,17,16 to 30,0.2,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.117,21.66875,lake island,not_standardized,54.08120343,21.67697925,3,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,muszla,NA,17,16 to 30,1.05,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,NA,NA,54.05961944,21.68712778,lake island,not_standardized,54.08120343,21.67697925,NA,NA,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,olchowa,NA,17,16 to 30,1.75,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,NA,NA,54.06083333,21.69114722,lake island,not_standardized,54.08120343,21.67697925,NA,NA,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,sos,Sosnowy Ostrów,17,16 to 30,20.09,Werner_Zalewski_2006,130,Google Earth,maximum elevation,Beetles,Lake Island,224,1,54.04948611,21.70398611,lake island,not_standardized,54.08120343,21.67697925,21,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,swi,Switalowy Ostrów,17,16 to 30,2.08,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.046125,21.69364444,lake island,not_standardized,54.08120343,21.67697925,3,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,ter,Terra Dobia,17,16 to 30,0.03,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.09311944,21.63324444,lake island,not_standardized,54.08120343,21.67697925,2,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,wil,Ilmy Wielkie,17,16 to 30,1,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.11391944,21.63918889,lake island,not_standardized,54.08120343,21.67697925,3,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,wron,Kepa Wronia N,17,16 to 30,0.15,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.043025,21.69885,lake island,not_standardized,54.08120343,21.67697925,2,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Werner_Zalewski_2006,Werner_Zalewski_2006_data,wros,Kepa Wronia S,17,16 to 30,0.15,Werner_Zalewski_2006,NA,NA,NA,Beetles,Lake Island,224,1,54.04215278,21.69915278,lake island,not_standardized,54.08120343,21.67697925,2,trap per island,pitfall trap,"0.5-L plastic mug, mouth diameter 120 mm, wooden roof","Between 3 (on the smallest site only two) and 21 traps were used per site, depending on its habitat diversity and size making up a total of 107 traps. Habitat diversity was assessed according to existing maps and from a survey of soil types.",June to September 1997 and June to September 1998,NA
Xu_2017,Xu_2017_data,1,Zhoushan,42,Above 30,47616.5,Xu_2017,NA,NA,NA,Invertebrates,True Island,490,1,30.0544216,122.1313946,continental,not_standardized,30.30071515,122.3509238,732,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,2,Daishan,42,Above 30,10496.7,Xu_2017,NA,NA,NA,Invertebrates,True Island,252,1,30.290942,122.1698111,continental,not_standardized,30.30071515,122.3509238,1102,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,3,Liuheng,42,Above 30,9365.8,Xu_2017,NA,NA,NA,Invertebrates,True Island,290,1,29.729256,122.1272358,continental,not_standardized,30.30071515,122.3509238,294,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,4,Jintang,42,Above 30,7735.2,Xu_2017,NA,NA,NA,Invertebrates,True Island,446,1,30.0280695,121.8760294,continental,not_standardized,30.30071515,122.3509238,410,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,5,Zhujiajian,42,Above 30,6181.5,Xu_2017,NA,NA,NA,Invertebrates,True Island,366,1,29.9106,122.3791,continental,not_standardized,30.30071515,122.3509238,231,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
Xu_2017,Xu_2017_data,6,Qushan,42,Above 30,5979.2,Xu_2017,NA,NA,NA,Invertebrates,True Island,312,1,30.4437474,122.3499266,continental,not_standardized,30.30071515,122.3509238,555,total transect distance,transect,The length of each transect was roughly proportional to island area,"Sampling effort was roughly proportional to island area (Schoereder et al. 2004). We classified the study islands into three groups based on their areas: large (C2135.00 ha, n = 12), medium (109.10–1700.50 ha, n = 23) and small (\82.10 ha, n = 7) (Table 1). Accordingly, we sampled eight transect trails on large islands (1–12), four on medium islands (13–35) and two on small islands (36–42)",July to August 2014,NA
