study_ID,Study,island_code,number_of_islands,n_island_cat,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,Taxa,Type_of_island,island_type,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,sampling_effort,sampling_effort_unit
Hatteland_2008_data,Hatteland_2008_data,island12,14,10 to 15,,3.05,,,,,Beetles,True island,True island,,"60.6396140745092, 4.72765652668935","60.6396140745092, 4.72765652668935",60.63961407,4.727656527,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island13,14,10 to 15,,3.71,,,,,Beetles,True island,True island,,"60.6430481674104, 4.73558453842151","60.6430481674104, 4.73558453842151",60.64304817,4.735584538,5,trap per island
Hatteland_2008_data,Hatteland_2008_data,island14,14,10 to 15,,2.24,,,,,Beetles,True island,True island,,"60.643999494078, 4.73887401510841","60.643999494078, 4.73887401510841",60.64399949,4.738874015,5,trap per island
Jonsson_2011,Jonsson_2011_data,H12,30,15 to 30,,8.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,8,ha surveyed
Jonsson_2011,Jonsson_2011_data,H24,30,15 to 30,,0.10,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.1,ha surveyed
Jonsson_2011,Jonsson_2011_data,H27,30,15 to 30,,0.40,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.4,ha surveyed
Jonsson_2011,Jonsson_2011_data,H28,30,15 to 30,,2.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,2,ha surveyed
Jonsson_2011,Jonsson_2011_data,H32,30,15 to 30,,15.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,15,ha surveyed
Jonsson_2011,Jonsson_2011_data,H37,30,15 to 30,,0.25,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.25,ha surveyed
Jonsson_2011,Jonsson_2011_data,H43,30,15 to 30,,0.05,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.05,ha surveyed
Jonsson_2011,Jonsson_2011_data,H44,30,15 to 30,,0.30,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.3,ha surveyed
Jonsson_2011,Jonsson_2011_data,H45,30,15 to 30,,0.03,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.03,ha surveyed
Jonsson_2011,Jonsson_2011_data,H46,30,15 to 30,,2.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,2,ha surveyed
Jonsson_2011,Jonsson_2011_data,H47,30,15 to 30,,0.15,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.15,ha surveyed
Jonsson_2011,Jonsson_2011_data,H55,30,15 to 30,,12.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,12,ha surveyed
Jonsson_2011,Jonsson_2011_data,H7,30,15 to 30,,0.50,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.5,ha surveyed
Jonsson_2011,Jonsson_2011_data,H9,30,15 to 30,,2.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,2,ha surveyed
Jonsson_2011,Jonsson_2011_data,U102,30,15 to 30,,0.90,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.9,ha surveyed
Jonsson_2011,Jonsson_2011_data,U104,30,15 to 30,,0.05,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.05,ha surveyed
Jonsson_2011,Jonsson_2011_data,U105,30,15 to 30,,0.03,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.03,ha surveyed
Jonsson_2011,Jonsson_2011_data,U33,30,15 to 30,,0.02,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.02,ha surveyed
Jonsson_2011,Jonsson_2011_data,U36,30,15 to 30,,0.30,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.3,ha surveyed
Jonsson_2011,Jonsson_2011_data,U37,30,15 to 30,,0.09,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.09,ha surveyed
Jonsson_2011,Jonsson_2011_data,U45,30,15 to 30,,0.10,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.1,ha surveyed
Jonsson_2011,Jonsson_2011_data,U48,30,15 to 30,,0.05,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.05,ha surveyed
Jonsson_2011,Jonsson_2011_data,U49,30,15 to 30,,0.40,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.4,ha surveyed
Jonsson_2011,Jonsson_2011_data,U52,30,15 to 30,,1.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,1,ha surveyed
Jonsson_2011,Jonsson_2011_data,U58,30,15 to 30,,1.50,,,,,Birds,lake island,lake island,,NA,,NA,NA,1.5,ha surveyed
Jonsson_2011,Jonsson_2011_data,U59,30,15 to 30,,0.60,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.6,ha surveyed
Jonsson_2011,Jonsson_2011_data,U60,30,15 to 30,,3.00,,,,,Birds,lake island,lake island,,NA,,NA,NA,3,ha surveyed
Jonsson_2011,Jonsson_2011_data,UA,30,15 to 30,,0.08,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.08,ha surveyed
Jonsson_2011,Jonsson_2011_data,UB,30,15 to 30,,0.13,,,,,Birds,lake island,lake island,,NA,,NA,NA,0.13,ha surveyed
Jonsson_2011,Jonsson_2011_data,UD,30,15 to 30,,1.50,,,,,Birds,lake island,lake island,,NA,,NA,NA,1.5,ha surveyed
Karger_2014,Karger_2014_data,Bacan,12,10 to 15,,190000.00,Karger_2014,,,,Plants,True island,True island,,00°42' S 127°31' E,00°42′ S 127°31′ E,-0.7,127.5166667,16,plots
Karger_2014,Karger_2014_data,Buru,12,10 to 15,,847300.00,Karger_2014,,,,Plants,True island,True island,,03°13' S 126°34' E,03°13′ S 126°34′ E,-3.216666667,126.5666667,16,plots
Karger_2014,Karger_2014_data,Camiguin,12,10 to 15,,23800.00,Karger_2014,,,,Plants,True island,True island,,09°11' N 124°42' E,09°11′ N 124°42′ E,9.183333333,124.7,16,plots
Karger_2014,Karger_2014_data,Lombok,12,10 to 15,,472500.00,Karger_2014,,,,Plants,True island,True island,,08°20' S 116°24' E,08°20′ S 116°24′ E,-8.333333333,116.4,16,plots
Karger_2014,Karger_2014_data,Luzon,12,10 to 15,,10468800.00,Karger_2014,,,,Plants,True island,True island,,15°25' N 121°24' E,15°25′ N 121°24′ E,15.41666667,121.4,16,plots
Karger_2014,Karger_2014_data,Mindanao,12,10 to 15,,9753000.00,Karger_2014,,,,Plants,True island,True island,,08°08' N 124°55' E,08°08′ N 124°55′ E,8.133333333,124.9166667,16,plots
Karger_2014,Karger_2014_data,Panay,12,10 to 15,,1201100.00,Karger_2014,,,,Plants,True island,True island,,11°21' N 122°08' E,11°21′ N 122°08′ E,11.35,122.1333333,16,plots
Karger_2014,Karger_2014_data,Papua,12,10 to 15,New Guinea,78000000.00,Karger_2014,,,,Plants,True island,True island,,03°46' S 139°14' E,03°46′ S 139°14′ E,-3.766666667,139.2333333,16,plots
Karger_2014,Karger_2014_data,Seram,12,10 to 15,,1710000.00,Karger_2014,,,,Plants,True island,True island,,02°59' S 129°11' E,02°59′ S 129°11′ E,-2.983333333,129.1833333,16,plots
Karger_2014,Karger_2014_data,Sibuyan,12,10 to 15,,44500.00,Karger_2014,,,,Plants,True island,True island,,12°26' N 122°33' E,12°26′ N 122°33′ E,12.43333333,122.55,16,plots
Karger_2014,Karger_2014_data,Sulawesi,12,10 to 15,Sulawesi - Central Island Toro Mountain - Lore Lindu National Park,17460000.00,Karger_2014,3478,Wikipedia,,Plants,True island,True island,,01°29' S 120°03' E,01°29′ S 120°03′ E,-1.483333333,120.05,16,plots
Karger_2014,Karger_2014_data,Tidore,12,10 to 15,,11600.00,Karger_2014,,,,Plants,True island,True island,,00°40' N 127°24' E,00°40′ N 127°24′ E,0.6666666667,127.4,16,plots
Kotze_2000,Kotze_2000_data,island1,24,15 to 30,1. Aspo,88.80,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island10,24,15 to 30,,0.60,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island11,24,15 to 30,,6.20,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island12,24,15 to 30,,0.50,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island13,24,15 to 30,,3.20,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island14,24,15 to 30,,12.40,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island15,24,15 to 30,,40.20,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island16,24,15 to 30,,10.10,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island17,24,15 to 30,,14.30,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island18,24,15 to 30,,11.70,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island19,24,15 to 30,,1.10,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island2,24,15 to 30,2. Korpo,7000.00,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island20,24,15 to 30,,24.10,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island21,24,15 to 30,,15.60,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island22,24,15 to 30,,16.00,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island23,24,15 to 30,,57.10,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island24,24,15 to 30,,9.50,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island3,24,15 to 30,,371.40,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island4,24,15 to 30,,23.00,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island5,24,15 to 30,,8.40,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island6,24,15 to 30,,5.40,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island7,24,15 to 30,,6.70,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island8,24,15 to 30,,9.90,,,,,Beetles,True island,True island,,,,NA,NA,,
Kotze_2000,Kotze_2000_data,island9,24,15 to 30,,34.70,,,,,Beetles,True island,True island,,,,NA,NA,,
Macdonald_2018,Macdonald_2018_data,152,30,15 to 30,,1.98,,,,,Invertebrates,lake island,lake island,,,,NA,NA,1.9761,area sampled
Macdonald_2018,Macdonald_2018_data,177,30,15 to 30,,0.10,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.0984,area sampled
Macdonald_2018,Macdonald_2018_data,285,30,15 to 30,,0.83,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.8252,area sampled
Macdonald_2018,Macdonald_2018_data,306,30,15 to 30,,0.95,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.9454,area sampled
Macdonald_2018,Macdonald_2018_data,451,30,15 to 30,,1.02,,,,,Invertebrates,lake island,lake island,,,,NA,NA,1.0218,area sampled
Macdonald_2018,Macdonald_2018_data,500,30,15 to 30,,0.41,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.4074,area sampled
Macdonald_2018,Macdonald_2018_data,505,30,15 to 30,,3.98,,,,,Invertebrates,lake island,lake island,,,,NA,NA,3.9847,area sampled
Macdonald_2018,Macdonald_2018_data,537,30,15 to 30,,0.97,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.9697,area sampled
Macdonald_2018,Macdonald_2018_data,543,30,15 to 30,,0.09,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.0934,area sampled
Macdonald_2018,Macdonald_2018_data,558,30,15 to 30,,2.11,,,,,Invertebrates,lake island,lake island,,,,NA,NA,2.1064,area sampled
Macdonald_2018,Macdonald_2018_data,618,30,15 to 30,,0.94,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.9439,area sampled
Macdonald_2018,Macdonald_2018_data,621,30,15 to 30,,1.83,,,,,Invertebrates,lake island,lake island,,,,NA,NA,1.8339,area sampled
Macdonald_2018,Macdonald_2018_data,637,30,15 to 30,,0.95,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.9505,area sampled
Macdonald_2018,Macdonald_2018_data,642,30,15 to 30,,4.02,,,,,Invertebrates,lake island,lake island,,,,NA,NA,4.0207,area sampled
Macdonald_2018,Macdonald_2018_data,707,30,15 to 30,,0.09,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.0906,area sampled
Macdonald_2018,Macdonald_2018_data,730,30,15 to 30,,0.11,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.1051,area sampled
Macdonald_2018,Macdonald_2018_data,736,30,15 to 30,,0.19,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.1932,area sampled
Macdonald_2018,Macdonald_2018_data,737,30,15 to 30,,1.02,,,,,Invertebrates,lake island,lake island,,,,NA,NA,1.0207,area sampled
Macdonald_2018,Macdonald_2018_data,755,30,15 to 30,,8.37,,,,,Invertebrates,lake island,lake island,,,,NA,NA,8.3669,area sampled
Macdonald_2018,Macdonald_2018_data,802,30,15 to 30,,0.96,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.9573,area sampled
Macdonald_2018,Macdonald_2018_data,812,30,15 to 30,,0.09,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.0851,area sampled
Macdonald_2018,Macdonald_2018_data,874,30,15 to 30,,0.98,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.9816,area sampled
Macdonald_2018,Macdonald_2018_data,967,30,15 to 30,,0.20,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.1962,area sampled
Macdonald_2018,Macdonald_2018_data,992,30,15 to 30,,0.11,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.107,area sampled
Macdonald_2018,Macdonald_2018_data,1146,30,15 to 30,,2.05,,,,,Invertebrates,lake island,lake island,,,,NA,NA,2.0495,area sampled
Macdonald_2018,Macdonald_2018_data,1152,30,15 to 30,,0.40,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.3955,area sampled
Macdonald_2018,Macdonald_2018_data,1196,30,15 to 30,,0.21,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.2132,area sampled
Macdonald_2018,Macdonald_2018_data,1218,30,15 to 30,,0.10,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.0972,area sampled
Macdonald_2018,Macdonald_2018_data,1292,30,15 to 30,,0.20,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.2037,area sampled
Macdonald_2018,Macdonald_2018_data,1314,30,15 to 30,,0.10,,,,,Invertebrates,lake island,lake island,,,,NA,NA,0.0989,area sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_1,19,15 to 30,,7.48,,12,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_10,19,15 to 30,,2472.82,,11,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_11,19,15 to 30,,7.48,,8,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_12,19,15 to 30,,27.04,,18,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_13,19,15 to 30,,218.63,,11,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_14,19,15 to 30,,1.65,,4,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_15,19,15 to 30,,12.45,,9,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_16,19,15 to 30,,30.75,,10,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_17,19,15 to 30,,18.19,,14,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_18,19,15 to 30,,63.51,,9,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_19,19,15 to 30,,1.74,,7,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_2,19,15 to 30,,4.75,,4,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_3,19,15 to 30,,3.44,,6,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_4,19,15 to 30,,320.46,,4,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_5,19,15 to 30,,43.20,,9,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_6,19,15 to 30,,121.41,,4,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_7,19,15 to 30,,26.27,,10,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_8,19,15 to 30,,37.67,,10,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Munigia-Rosas_Montiel_2014,Munigia-Rosas_Montiel_2014_data,Patch_9,19,15 to 30,,4.01,,3,,,Plants,forest island,forest island,,,,NA,NA,0.1,hectare sampled
Pereira_2017,Pereira_2017_data,1,11,10 to 15,,1.29,Pereira_2017,1239,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,S 19 13'01.97237'' W 43 30'28.67035'',"S 19 13'
01.97237''
W43 30'
28.67035''",-19.21721455,-43.50796399,64,total trap days
Pereira_2017,Pereira_2017_data,2,11,10 to 15,,8.49,Pereira_2017,1235,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 11'
58.18605''
W43 30'
31.58434''","S 19 11'
58.18605''
W43 30'
31.58434''",-19.19949613,-43.50877343,64,total trap days
Pereira_2017,Pereira_2017_data,3,11,10 to 15,,1.63,Pereira_2017,1234,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 12'
47.65259''
W43 30'
46.21099''","S 19 12'
47.65259''
W43 30'
46.21099''",-19.21323683,-43.51283639,64,total trap days
Pereira_2017,Pereira_2017_data,4,11,10 to 15,,16.96,Pereira_2017,1269,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 13'
34.60436''
W43 30'
55.97316''","S 19 13'
34.60436''
W43 30'
55.97316''",-19.22627899,-43.5155481,64,total trap days
Pereira_2017,Pereira_2017_data,5,11,10 to 15,,2.97,Pereira_2017,1309,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 14'
21.24191''
W43 32'
26.10892''","S 19 14'
21.24191''
W43 32'
26.10892''",-19.23923386,-43.54058581,64,total trap days
Pereira_2017,Pereira_2017_data,6,11,10 to 15,,11.34,Pereira_2017,1317,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 15'
10.76660''
W43 33'
07.45422''","S 19 15'
10.76660''
W43 33'
07.45422''",-19.25299072,-43.55207062,64,total trap days
Pereira_2017,Pereira_2017_data,7,11,10 to 15,,5.87,Pereira_2017,1331,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 14'
40.91360''
W43 33'
20.64709''","S 19 14'
40.91360''
W43 33'
20.64709''",-19.24469822,-43.5557353,64,total trap days
Pereira_2017,Pereira_2017_data,8,11,10 to 15,,5.76,Pereira_2017,1271,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 14'
19.32289''
W43 30'
45.68173''","S 19 14'
19.32289''
W43 30'
45.68173''",-19.2387008,-43.51268937,64,total trap days
Pereira_2017,Pereira_2017_data,9,11,10 to 15,,35.82,Pereira_2017,1230,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 15'
18.03651''
W43 31'
01.00603''","S 19 15'
18.03651''
W43 31'
01.00603''",-19.25501014,-43.51694612,64,total trap days
Pereira_2017,Pereira_2017_data,10,11,10 to 15,,8.24,Pereira_2017,1324,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 15'
34.38313''
W43 32'
32.32418''","S 19 15'
34.38313''
W43 32'
32.32418''",-19.25955087,-43.54231227,64,total trap days
Pereira_2017,Pereira_2017_data,11,11,10 to 15,,1.61,Pereira_2017,1273,Pereira_2017,sampling site,Invertebrates,forest island,forest island,,"S 19 14'
52.58462''
W43 33'
03.19909''","S 19 14'
52.58462''
W43 33'
03.19909''",-19.24794017,-43.55088864,64,total trap days
Perillo_2017,Perillo_2017_data,1,14,10 to 15,Rainforest_island_1,1.29,Dasilva_2019,1239,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°13’01.9”, -43°30’28.7”","-19°13’01.9”, -43°30’28.7”",-19.21719444,-43.50797222,1,balanced
Perillo_2017,Perillo_2017_data,2,14,10 to 15,Rainforest_island_2,4.31,Dasilva_2019,1262,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°12’55.2”, -43°30’38.9”","-19°12’55.2”, -43°30’38.9”",-19.21533333,-43.51080556,1,balanced
Perillo_2017,Perillo_2017_data,3,14,10 to 15,Rainforest_island_3,1.63,Dasilva_2019,1234,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°12’47.6”, -43°30’46.2”","-19°12’47.6”, -43°30’46.2”",-19.21322222,-43.51283333,1,balanced
Perillo_2017,Perillo_2017_data,4,14,10 to 15,Rainforest_island_4,16.96,Dasilva_2019,1269,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°13’34.6”, -43°30’56.0”","-19°13’34.6”, -43°30’56.0”",-19.22627778,-43.51555556,1,balanced
Perillo_2017,Perillo_2017_data,5,14,10 to 15,Rainforest_island_5,2.97,Dasilva_2019,1309,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’21.0”, -43°32’26.1”","-19°14’21.0”, -43°32’26.1”",-19.23916667,-43.54058333,1,balanced
Perillo_2017,Perillo_2017_data,6,14,10 to 15,Rainforest_island_6,11.34,Dasilva_2019,1317,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°15’10.8”, -43°33’07.4”","-19°15’10.8”, -43°33’07.4”",-19.253,-43.55205556,1,balanced
Perillo_2017,Perillo_2017_data,7,14,10 to 15,Rainforest_island_7,5.87,Dasilva_2019,1331,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’40.9”, -43°33’20.6”","-19°14’40.9”, -43°33’20.6”",-19.24469444,-43.55572222,1,balanced
Perillo_2017,Perillo_2017_data,8,14,10 to 15,Rainforest_island_8,5.76,Dasilva_2019,1271,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’19.3”, -43°30’45.7”","-19°14’19.3”, -43°30’45.7”",-19.23869444,-43.51269444,1,balanced
Perillo_2017,Perillo_2017_data,9,14,10 to 15,Rainforest_island_9,35.82,Dasilva_2019,1230,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°15’18.0”, -43°31’01.0”","-19°15’18.0”, -43°31’01.0”",-19.255,-43.51694444,1,balanced
Perillo_2017,Perillo_2017_data,10,14,10 to 15,Rainforest_island_10,8.24,Dasilva_2019,1324,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°15’34.4”, -43°32’32.3”","-19°15’34.4”, -43°32’32.3”",-19.25955556,-43.54230556,1,balanced
Perillo_2017,Perillo_2017_data,11,14,10 to 15,Rainforest_island_11,1.61,Dasilva_2019,1273,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’52.6”, -43°33’03.2”","-19°14’52.6”, -43°33’03.2”",-19.24794444,-43.55088889,1,balanced
Perillo_2017,Perillo_2017_data,12,14,10 to 15,Rainforest_island_12,1.21,Dasilva_2019,1267,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’46.4”, -43°33’08.3”","-19°14’46.4”, -43°33’08.3”",-19.24622222,-43.55230556,1,balanced
Perillo_2017,Perillo_2017_data,13,14,10 to 15,Rainforest_island_13,2.50,Dasilva_2019,1290,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°14’38.2”, -43°33’14.3”","-19°14’38.2”, -43°33’14.3”",-19.24394444,-43.55397222,1,balanced
Perillo_2017,Perillo_2017_data,14,14,10 to 15,Rainforest_island_14,8.49,Dasilva_2019,1235,Dasilva_2019,sampling site,Invertebrates,forest island,forest island,,"-19°11’58.2”, -43°30’31.6”","-19°11’58.2”, -43°30’31.6”",-19.1995,-43.50877778,1,balanced
Pierce_2003,Pierce_2003_data,Ahunui,10,10 to 15,Ahunui,300.00,,,,,Birds,Atoll,Atoll,,"-19.6362454099809, -140.41127260557","-19.6362454099809, -140.41127260557",-19.63624541,-140.4112726,105,area sampled
Pierce_2003,Pierce_2003_data,Fakarava,10,10 to 15,Fakarava,2410.00,,,,,Birds,Atoll,Atoll,,"-16.3103180460435, -145.624558585431","-16.3103180460435, -145.624558585431",-16.31031805,-145.6245586,200,area sampled
Pierce_2003,Pierce_2003_data,Haraiki,10,10 to 15,Haraiki,400.00,,,,,Birds,Atoll,Atoll,,"-17.4650585359805, -143.449746103843","-17.4650585359805, -143.449746103843",-17.46505854,-143.4497461,380,area sampled
Pierce_2003,Pierce_2003_data,Manuhangi,10,10 to 15,Manuhangi,375.00,,,,,Birds,Atoll,Atoll,,"-19.2015373983912, -141.245142591436","-19.2015373983912, -141.245142591436",-19.2015374,-141.2451426,105,area sampled
Pierce_2003,Pierce_2003_data,Maria,10,10 to 15,Maria,200.00,,,,,Birds,Atoll,Atoll,,"-21.8091778094942, -154.704566591251","-21.8091778094942, -154.704566591251",-21.80917781,-154.7045666,100,area sampled
Pierce_2003,Pierce_2003_data,Morane,10,10 to 15,Morane,285.00,,,,,Birds,Atoll,Atoll,,"-23.1545756523546, -137.131539780847","-23.1545756523546, -137.131539780847",-23.15457565,-137.1315398,200,area sampled
Pierce_2003,Pierce_2003_data,Paraoa,10,10 to 15,Paraoa,300.00,,,,,Birds,Atoll,Atoll,,"-19.1358948732447, -140.68887209418","-19.1358948732447, -140.68887209418",-19.13589487,-140.6888721,75,area sampled
Pierce_2003,Pierce_2003_data,Reitoru,10,10 to 15,Reitoru,200.00,,,,,Birds,Atoll,Atoll,,"-17.8510206744289, -143.075624131125","-17.8510206744289, -143.075624131125",-17.85102067,-143.0756241,200,area sampled
Pierce_2003,Pierce_2003_data,Tahanea,10,10 to 15,Tahanea,950.00,,,,,Birds,Atoll,Atoll,,"-16.865998278013, -144.779362656526","-16.865998278013, -144.779362656526",-16.86599828,-144.7793627,800,area sampled
