ISL_ID,study_ID,Study,island_code,island_name,island_area_ha,island_area_source,elevation_m_asl,elevation_source,elevation_category,DEM_elevation_max,DEM_elevation_min,DEM_latitude,DEM_longitude,Taxa,Type_of_island,dataset_coord_lat_long,island_coord,island_coord_richtext,island_lat,island_lon,coordinate checking,sampling_effort,sampling_effort_unit,,
296,Karger_2014,Karger_2014_data,Sulawesi,Sulawesi - Central Island Toro Mountain - Lore Lindu National Park,17460000.00,Karger_2014,3478,Wikipedia,,3478,1,-1.483333333,120.05,Ferns,"real island
",,01°29' S 120°03' E,01°29′ S 120°03′ E,-1.483333333,120.05,FALSE,16,plots,,
297,Karger_2014,Karger_2014_data,Tidore,,11600.00,Karger_2014,,,,1748,1,0.666666667,127.4,Ferns,"real island
",,00°40' N 127°24' E,00°40′ N 127°24′ E,0.666666667,127.4,FALSE,16,plots,,
298,Kotze_2000,Kotze_2000_data,island 1,Aspö,88.80,Kotze_2000_data,,,,22,1,59.95153849,21.60450356,Beetles,"real island
",,"59.9515384925451, 21.6045035578632",,59.95153849,21.60450356,FALSE,2,habitats sampled,,
299,Kotze_2000,Kotze_2000_data,island 2,Korpo,7000.00,Kotze_2000_data,,,,25,1,60.14584725,21.58739548,Beetles,"real island
",,"60.1458472472333, 21.5873954834188",,60.14584725,21.58739548,FALSE,4,habitats sampled,,
300,Kotze_2000,Kotze_2000_data,island 3,Nötö,371.40,Kotze_2000_data,,,,34,1,59.96100767,21.76821419,Beetles,"real island
",,"59.9610076650538, 21.7682141856566",,59.96100767,21.76821419,FALSE,2,habitats sampled,,
301,Kotze_2000,Kotze_2000_data,island 4,Håkonskär,23.00,Kotze_2000_data,,,,21,1,59.99597593,21.65558364,Beetles,"real island
",,"59.995975929158, 21.6555836391814",,59.99597593,21.65558364,FALSE,4,habitats sampled,,
302,Kotze_2000,Kotze_2000_data,island 5,Killingskär,8.40,Kotze_2000_data,,,,21,1,59.98653571,21.65414459,Beetles,"real island
",,"59.9865357122226, 21.6541445930323",,59.98653571,21.65414459,FALSE,2,habitats sampled,,
303,Kotze_2000,Kotze_2000_data,island 6,Moringskär (east),5.40,Kotze_2000_data,,,,8,1,59.9894616,21.65476618,Beetles,"real island
",,"59.9894616023767, 21.6547661798015",,59.9894616,21.65476618,FALSE,2,habitats sampled,,
304,Kotze_2000,Kotze_2000_data,island 7,Ruggskär,6.70,Kotze_2000_data,,,,12,1,59.98832926,21.66110397,Beetles,"real island
",,"59.9883292615031, 21.6611039659358",,59.98832926,21.66110397,FALSE,3,habitats sampled,,
305,Kotze_2000,Kotze_2000_data,island 8,Röskär,9.90,Kotze_2000_data,,,,12,1,59.98334559,21.67979547,Beetles,"real island
",,"59.9833455902318, 21.6797954676604",,59.98334559,21.67979547,FALSE,2,habitats sampled,,
306,Kotze_2000,Kotze_2000_data,island 9,Stora Hummelskär,34.70,Kotze_2000_data,,,,21,1,59.98117119,21.65624719,Beetles,"real island
",,"59.9811711910536, 21.6562471949748",,59.98117119,21.65624719,FALSE,3,habitats sampled,,
307,Kotze_2000,Kotze_2000_data,island 10,Y-skerry,0.60,Kotze_2000_data,,,,12,1,59.98706567,21.6651448,Beetles,"real island
",,"59.9870656739043, 21.6651447998426",,59.98706567,21.6651448,FALSE,1,habitats sampled,,
308,Kotze_2000,Kotze_2000_data,island 11,Lammkläppen,6.20,Kotze_2000_data,,,,18,1,59.97885966,21.60706442,Beetles,"real island
",,"59.9788596550685, 21.6070644173883",,59.97885966,21.60706442,FALSE,2,habitats sampled,,
309,Kotze_2000,Kotze_2000_data,island 12,Moringskär grundet,0.50,Kotze_2000_data,,,,9,2,59.97981763,21.63234808,Beetles,"real island
",,"59.9798176259362, 21.6323480842146",,59.97981763,21.63234808,FALSE,1,habitats sampled,,
310,Kotze_2000,Kotze_2000_data,island 13,Moringskär (west),3.20,Kotze_2000_data,,,,9,2,59.98261036,21.63039173,Beetles,"real island
",,"59.982610360632, 21.6303917280611",,59.98261036,21.63039173,FALSE,2,habitats sampled,,
311,Kotze_2000,Kotze_2000_data,island 14,Snäruskär (east),12.40,Kotze_2000_data,,,,21,1,59.97824426,21.61949601,Beetles,"real island
",,"59.9782442552107, 21.6194960068808",,59.97824426,21.61949601,FALSE,4,habitats sampled,,
312,Kotze_2000,Kotze_2000_data,island 15,Storlandet,40.20,Kotze_2000_data,,,,18,1,59.98467728,21.6182076,Beetles,"real island
",,"59.9846772784543, 21.6182075979627",,59.98467728,21.6182076,FALSE,3,habitats sampled,,
313,Kotze_2000,Kotze_2000_data,island 16,Tvisingskär,10.10,Kotze_2000_data,,,,16,1,59.97022749,21.61466512,Beetles,"real island
",,"59.9702274928279, 21.6146651216475",,59.97022749,21.61466512,FALSE,3,habitats sampled,,
314,Kotze_2000,Kotze_2000_data,island 17,ängsKär,14.30,Kotze_2000_data,,,,16,1,59.97090218,21.60431991,Beetles,"real island
",,"59.9709021835584, 21.6043199126696",,59.97090218,21.60431991,FALSE,2,habitats sampled,,
315,Kotze_2000,Kotze_2000_data,island 18,Barskär,11.70,Kotze_2000_data,,,,15,1,60.04063921,21.66359597,Beetles,"real island
",,"60.0406392143112, 21.6635959669513",,60.04063921,21.66359597,FALSE,2,habitats sampled,,
316,Kotze_2000,Kotze_2000_data,island 19,Fränukläppen (south),1.10,Kotze_2000_data,,,,6,1,59.96328362,21.53807082,Beetles,"real island
",,"59.9632836159388, 21.5380708206701",,59.96328362,21.53807082,FALSE,1,habitats sampled,,
317,Kotze_2000,Kotze_2000_data,island 20,Långlandet,24.10,Kotze_2000_data,,,,14,1,59.95005556,21.49616289,Beetles,"real island
",,"59.9500555606076, 21.4961628912796",,59.95005556,21.49616289,FALSE,3,habitats sampled,,
318,Kotze_2000,Kotze_2000_data,island 21,Ormskär,15.60,Kotze_2000_data,,,,18,1,59.99080466,21.56549476,Beetles,"real island
",,"59.9908046580181, 21.5654947625367",,59.99080466,21.56549476,FALSE,2,habitats sampled,,
319,Kotze_2000,Kotze_2000_data,island 22,Stackskär,16.00,Kotze_2000_data,,,,14,1,59.95694497,21.51600014,Beetles,"real island
",,"59.9569449685204, 21.516000142005",,59.95694497,21.51600014,FALSE,4,habitats sampled,,
320,Kotze_2000,Kotze_2000_data,island 23,Vidskär,57.10,Kotze_2000_data,,,,16,1,59.90913643,21.46266732,Beetles,"real island
",,"59.9091364298935, 21.4626673222395",,59.90913643,21.46266732,FALSE,4,habitats sampled,,
321,Kotze_2000,Kotze_2000_data,island 24,Vällingskär,9.50,Kotze_2000_data,,,,9,1,59.97312669,21.49191595,Beetles,"real island
",,"59.973126688324, 21.4919159504821",,59.97312669,21.49191595,FALSE,3,habitats sampled,,
322,Macdonald_2018,Macdonald_2018_data,152,,1.98,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,1.9761,area sampled,,
323,Macdonald_2018,Macdonald_2018_data,177,,0.10,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.0984,area sampled,,
324,Macdonald_2018,Macdonald_2018_data,285,,0.83,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.8252,area sampled,,
325,Macdonald_2018,Macdonald_2018_data,306,,0.95,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.9454,area sampled,,
326,Macdonald_2018,Macdonald_2018_data,451,,1.02,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,1.0218,area sampled,,
327,Macdonald_2018,Macdonald_2018_data,500,,0.41,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.4074,area sampled,,
328,Macdonald_2018,Macdonald_2018_data,505,,3.98,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,3.9847,area sampled,,
329,Macdonald_2018,Macdonald_2018_data,537,,0.97,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.9697,area sampled,,
330,Macdonald_2018,Macdonald_2018_data,543,,0.09,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.0934,area sampled,,
331,Macdonald_2018,Macdonald_2018_data,558,,2.11,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,2.1064,area sampled,,
332,Macdonald_2018,Macdonald_2018_data,618,,0.94,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.9439,area sampled,,
333,Macdonald_2018,Macdonald_2018_data,621,,1.83,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,1.8339,area sampled,,
334,Macdonald_2018,Macdonald_2018_data,637,,0.95,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.9505,area sampled,,
335,Macdonald_2018,Macdonald_2018_data,642,,4.02,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,4.0207,area sampled,,
336,Macdonald_2018,Macdonald_2018_data,707,,0.09,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.0906,area sampled,,
337,Macdonald_2018,Macdonald_2018_data,730,,0.11,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.1051,area sampled,,
338,Macdonald_2018,Macdonald_2018_data,736,,0.19,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.1932,area sampled,,
339,Macdonald_2018,Macdonald_2018_data,737,,1.02,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,1.0207,area sampled,,
340,Macdonald_2018,Macdonald_2018_data,755,,8.37,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,8.3669,area sampled,,
341,Macdonald_2018,Macdonald_2018_data,802,,0.96,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.9573,area sampled,,
342,Macdonald_2018,Macdonald_2018_data,812,,0.09,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.0851,area sampled,,
343,Macdonald_2018,Macdonald_2018_data,874,,0.98,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.9816,area sampled,,
344,Macdonald_2018,Macdonald_2018_data,967,,0.20,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.1962,area sampled,,
345,Macdonald_2018,Macdonald_2018_data,992,,0.11,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.107,area sampled,,
346,Macdonald_2018,Macdonald_2018_data,1146,,2.05,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,2.0495,area sampled,,
347,Macdonald_2018,Macdonald_2018_data,1152,,0.40,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.3955,area sampled,,
348,Macdonald_2018,Macdonald_2018_data,1196,,0.21,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.2132,area sampled,,
349,Macdonald_2018,Macdonald_2018_data,1218,,0.10,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.0972,area sampled,,
350,Macdonald_2018,Macdonald_2018_data,1292,,0.20,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.2037,area sampled,,
351,Macdonald_2018,Macdonald_2018_data,1314,,0.10,,,,,9,1,59.97312669,21.49191595,Butterflies,lake island,,,,NA,NA,FALSE,0.0989,area sampled,,
352,Pereira_2017,Pereira_2017_data,1,,1.29,Pereira_2017,1239,Pereira_2017,sampling site,1731,411,-19.21721455,-43.50796399,Butterflies,forest island,,S 19 13'01.97237'' W 43 30'28.67035'',"S 19 13'
01.97237''
W43 30'
28.67035''",-19.21721455,-43.50796399,FALSE,64,total trap days,,
353,Pereira_2017,Pereira_2017_data,2,,8.49,Pereira_2017,1235,Pereira_2017,sampling site,1731,411,-19.19949613,-43.50877343,Butterflies,forest island,,"S 19 11'
58.18605''
W43 30'
31.58434''","S 19 11'
58.18605''
W43 30'
31.58434''",-19.19949613,-43.50877343,FALSE,64,total trap days,,
354,Pereira_2017,Pereira_2017_data,3,,1.63,Pereira_2017,1234,Pereira_2017,sampling site,1731,411,-19.21323683,-43.51283639,Butterflies,forest island,,"S 19 12'
47.65259''
W43 30'
46.21099''","S 19 12'
47.65259''
W43 30'
46.21099''",-19.21323683,-43.51283639,FALSE,64,total trap days,,
355,Pereira_2017,Pereira_2017_data,4,,16.96,Pereira_2017,1269,Pereira_2017,sampling site,1731,411,-19.22627899,-43.5155481,Butterflies,forest island,,"S 19 13'
34.60436''
W43 30'
55.97316''","S 19 13'
34.60436''
W43 30'
55.97316''",-19.22627899,-43.5155481,FALSE,64,total trap days,,
356,Pereira_2017,Pereira_2017_data,5,,2.97,Pereira_2017,1309,Pereira_2017,sampling site,1731,411,-19.23923386,-43.54058581,Butterflies,forest island,,"S 19 14'
21.24191''
W43 32'
26.10892''","S 19 14'
21.24191''
W43 32'
26.10892''",-19.23923386,-43.54058581,FALSE,64,total trap days,,
357,Pereira_2017,Pereira_2017_data,6,,11.34,Pereira_2017,1317,Pereira_2017,sampling site,1731,411,-19.25299072,-43.55207062,Butterflies,forest island,,"S 19 15'
10.76660''
W43 33'
07.45422''","S 19 15'
10.76660''
W43 33'
07.45422''",-19.25299072,-43.55207062,FALSE,64,total trap days,,
358,Pereira_2017,Pereira_2017_data,7,,5.87,Pereira_2017,1331,Pereira_2017,sampling site,1731,411,-19.24469822,-43.5557353,Butterflies,forest island,,"S 19 14'
40.91360''
W43 33'
20.64709''","S 19 14'
40.91360''
W43 33'
20.64709''",-19.24469822,-43.5557353,FALSE,64,total trap days,,
359,Pereira_2017,Pereira_2017_data,8,,5.76,Pereira_2017,1271,Pereira_2017,sampling site,1731,411,-19.2387008,-43.51268937,Butterflies,forest island,,"S 19 14'
19.32289''
W43 30'
45.68173''","S 19 14'
19.32289''
W43 30'
45.68173''",-19.2387008,-43.51268937,FALSE,64,total trap days,,
360,Pereira_2017,Pereira_2017_data,9,,35.82,Pereira_2017,1230,Pereira_2017,sampling site,1731,411,-19.25501014,-43.51694612,Butterflies,forest island,,"S 19 15'
18.03651''
W43 31'
01.00603''","S 19 15'
18.03651''
W43 31'
01.00603''",-19.25501014,-43.51694612,FALSE,64,total trap days,,
361,Pereira_2017,Pereira_2017_data,10,,8.24,Pereira_2017,1324,Pereira_2017,sampling site,1731,411,-19.25955087,-43.54231227,Butterflies,forest island,,"S 19 15'
34.38313''
W43 32'
32.32418''","S 19 15'
34.38313''
W43 32'
32.32418''",-19.25955087,-43.54231227,FALSE,64,total trap days,,
362,Pereira_2017,Pereira_2017_data,11,,1.61,Pereira_2017,1273,Pereira_2017,sampling site,1731,411,-19.24794017,-43.55088864,Butterflies,forest island,,"S 19 14'
52.58462''
W43 33'
03.19909''","S 19 14'
52.58462''
W43 33'
03.19909''",-19.24794017,-43.55088864,FALSE,64,total trap days,,
363,Perillo_2017,Perillo_2017_data,1,Rainforest_island_1,1.29,Dasilva_2019,1239,Dasilva_2019,sampling site,1731,411,-19.21719444,-43.50797222,Hymenoptera,forest island,,"-19°13’01.9”, -43°30’28.7”","-19°13’01.9”, -43°30’28.7”",-19.21719444,-43.50797222,FALSE,1,balanced,,
364,Perillo_2017,Perillo_2017_data,2,Rainforest_island_2,4.31,Dasilva_2019,1262,Dasilva_2019,sampling site,1731,411,-19.21533333,-43.51080556,Hymenoptera,forest island,,"-19°12’55.2”, -43°30’38.9”","-19°12’55.2”, -43°30’38.9”",-19.21533333,-43.51080556,FALSE,1,balanced,,
365,Perillo_2017,Perillo_2017_data,3,Rainforest_island_3,1.63,Dasilva_2019,1234,Dasilva_2019,sampling site,1731,411,-19.21322222,-43.51283333,Hymenoptera,forest island,,"-19°12’47.6”, -43°30’46.2”","-19°12’47.6”, -43°30’46.2”",-19.21322222,-43.51283333,FALSE,1,balanced,,
366,Perillo_2017,Perillo_2017_data,4,Rainforest_island_4,16.96,Dasilva_2019,1269,Dasilva_2019,sampling site,1731,411,-19.22627778,-43.51555556,Hymenoptera,forest island,,"-19°13’34.6”, -43°30’56.0”","-19°13’34.6”, -43°30’56.0”",-19.22627778,-43.51555556,FALSE,1,balanced,,
367,Perillo_2017,Perillo_2017_data,5,Rainforest_island_5,2.97,Dasilva_2019,1309,Dasilva_2019,sampling site,1731,411,-19.23916667,-43.54058333,Hymenoptera,forest island,,"-19°14’21.0”, -43°32’26.1”","-19°14’21.0”, -43°32’26.1”",-19.23916667,-43.54058333,FALSE,1,balanced,,
368,Perillo_2017,Perillo_2017_data,6,Rainforest_island_6,11.34,Dasilva_2019,1317,Dasilva_2019,sampling site,1731,411,-19.253,-43.55205556,Hymenoptera,forest island,,"-19°15’10.8”, -43°33’07.4”","-19°15’10.8”, -43°33’07.4”",-19.253,-43.55205556,FALSE,1,balanced,,
369,Perillo_2017,Perillo_2017_data,7,Rainforest_island_7,5.87,Dasilva_2019,1331,Dasilva_2019,sampling site,1731,411,-19.24469444,-43.55572222,Hymenoptera,forest island,,"-19°14’40.9”, -43°33’20.6”","-19°14’40.9”, -43°33’20.6”",-19.24469444,-43.55572222,FALSE,1,balanced,,
370,Perillo_2017,Perillo_2017_data,8,Rainforest_island_8,5.76,Dasilva_2019,1271,Dasilva_2019,sampling site,1731,411,-19.23869444,-43.51269444,Hymenoptera,forest island,,"-19°14’19.3”, -43°30’45.7”","-19°14’19.3”, -43°30’45.7”",-19.23869444,-43.51269444,FALSE,1,balanced,,
371,Perillo_2017,Perillo_2017_data,9,Rainforest_island_9,35.82,Dasilva_2019,1230,Dasilva_2019,sampling site,1731,411,-19.255,-43.51694444,Hymenoptera,forest island,,"-19°15’18.0”, -43°31’01.0”","-19°15’18.0”, -43°31’01.0”",-19.255,-43.51694444,FALSE,1,balanced,,
372,Perillo_2017,Perillo_2017_data,10,Rainforest_island_10,8.24,Dasilva_2019,1324,Dasilva_2019,sampling site,1731,411,-19.25955556,-43.54230556,Hymenoptera,forest island,,"-19°15’34.4”, -43°32’32.3”","-19°15’34.4”, -43°32’32.3”",-19.25955556,-43.54230556,FALSE,1,balanced,,
373,Perillo_2017,Perillo_2017_data,11,Rainforest_island_11,1.61,Dasilva_2019,1273,Dasilva_2019,sampling site,1731,411,-19.24794444,-43.55088889,Hymenoptera,forest island,,"-19°14’52.6”, -43°33’03.2”","-19°14’52.6”, -43°33’03.2”",-19.24794444,-43.55088889,FALSE,1,balanced,,
374,Perillo_2017,Perillo_2017_data,12,Rainforest_island_12,1.21,Dasilva_2019,1267,Dasilva_2019,sampling site,1731,411,-19.24622222,-43.55230556,Hymenoptera,forest island,,"-19°14’46.4”, -43°33’08.3”","-19°14’46.4”, -43°33’08.3”",-19.24622222,-43.55230556,FALSE,1,balanced,,
375,Perillo_2017,Perillo_2017_data,13,Rainforest_island_13,2.50,Dasilva_2019,1290,Dasilva_2019,sampling site,1731,411,-19.24394444,-43.55397222,Hymenoptera,forest island,,"-19°14’38.2”, -43°33’14.3”","-19°14’38.2”, -43°33’14.3”",-19.24394444,-43.55397222,FALSE,1,balanced,,
376,Perillo_2017,Perillo_2017_data,14,Rainforest_island_14,8.49,Dasilva_2019,1235,Dasilva_2019,sampling site,1731,411,-19.1995,-43.50877778,Hymenoptera,forest island,,"-19°11’58.2”, -43°30’31.6”","-19°11’58.2”, -43°30’31.6”",-19.1995,-43.50877778,FALSE,1,balanced,,
377,Pierce_2003,Pierce_2003_data,Ahunui,Ahunui,300,,,,,18,1,-19.63624541,-140.4112726,Birds,real island,,"-19.6362454099809, -140.41127260557","-19.6362454099809, -140.41127260557",-19.63624541,-140.4112726,FALSE,105,area sampled,,
378,Pierce_2003,Pierce_2003_data,Fakarava,Fakarava,2410,,,,,15,1,-16.31031805,-145.6245586,Birds,real island,,"-16.3103180460435, -145.624558585431","-16.3103180460435, -145.624558585431",-16.31031805,-145.6245586,FALSE,200,area sampled,,
379,Pierce_2003,Pierce_2003_data,Haraiki,Haraiki,400,,,,,19,1,-17.46505854,-143.4497461,Birds,real island,,"-17.4650585359805, -143.449746103843","-17.4650585359805, -143.449746103843",-17.46505854,-143.4497461,FALSE,380,area sampled,,
380,Pierce_2003,Pierce_2003_data,Manuhangi,Manuhangi,375,,,,,15,1,-19.2015374,-141.2451426,Birds,real island,,"-19.2015373983912, -141.245142591436","-19.2015373983912, -141.245142591436",-19.2015374,-141.2451426,FALSE,105,area sampled,,
381,Pierce_2003,Pierce_2003_data,Maria,Maria,200,,,,,20,1,-21.80917781,-154.7045666,Birds,real island,,"-21.8091778094942, -154.704566591251","-21.8091778094942, -154.704566591251",-21.80917781,-154.7045666,FALSE,100,area sampled,,
382,Pierce_2003,Pierce_2003_data,Morane,Morane,285,,,,,18,1,-23.15457565,-137.1315398,Birds,real island,,"-23.1545756523546, -137.131539780847","-23.1545756523546, -137.131539780847",-23.15457565,-137.1315398,FALSE,200,area sampled,,
383,Pierce_2003,Pierce_2003_data,Paraoa,Paraoa,300,,,,,14,1,-19.13589487,-140.6888721,Birds,real island,,"-19.1358948732447, -140.68887209418","-19.1358948732447, -140.68887209418",-19.13589487,-140.6888721,FALSE,75,area sampled,,
384,Pierce_2003,Pierce_2003_data,Reitoru,Reitoru,200,,,,,16,1,-17.85102067,-143.0756241,Birds,real island,,"-17.8510206744289, -143.075624131125","-17.8510206744289, -143.075624131125",-17.85102067,-143.0756241,FALSE,200,area sampled,,
385,Pierce_2003,Pierce_2003_data,Tahanea,Tahanea,950,,,,,18,2,-16.86599828,-144.7793627,Birds,real island,,"-16.865998278013, -144.779362656526","-16.865998278013, -144.779362656526",-16.86599828,-144.7793627,FALSE,800,area sampled,,
386,Pierce_2003,Pierce_2003_data,Tekokota,Tekokota,50,,,,,5,1,-17.31324825,-142.5722057,Birds,real island,,"-17.3132482511018, -142.57220565679","-17.3132482511018, -142.57220565679",-17.31324825,-142.5722057,FALSE,50,area sampled,,
387,Puspitasari_2016,Puspitasari_2016_data,Bokor ,3,26.43,Puspitasari_2016,,,,28,4,-5.945666667,106.632,Beetles,real island,,05°56.74' S 106°37.92' E,05°56.74' S 106°37.92' E,-5.945666667,106.632,FALSE,10,trap grids,,
388,Puspitasari_2016,Puspitasari_2016_data,Damar Besar ,4,16.34,Puspitasari_2016,,,,23,2,-5.9575,106.843,Beetles,real island,,05°57.45' S 106°50.58' E,05°57.45' S 106°50.58' E,-5.9575,106.843,TRUE,5,trap grids,,
389,Puspitasari_2016,Puspitasari_2016_data,Kotok Besar ,7,22.65,Puspitasari_2016,,,,17,2,-5.699666667,106.5375,Beetles,real island,,05°41.98' s 106°32.25' E,05°41.98' s 106°32.25' E,-5.699666667,106.5375,FALSE,10,trap grids,,
390,Puspitasari_2016,Puspitasari_2016_data,Lancang Besar ,5,29.51,Puspitasari_2016,,,,7,1,-5.931166667,106.5871667,Beetles,real island,,05°55.87' S 106°35.23' E,05°55.87' S 106°35.23' E,-5.931166667,106.5871667,FALSE,7,trap grids,,
391,Puspitasari_2016,Puspitasari_2016_data,Opak Besar ,8,9.74,Puspitasari_2016,,,,15,5,-5.6705,106.582,Beetles,real island,,05°40.23' S 106°34.92' E,05°40.23' S 106°34.92' E,-5.6705,106.582,FALSE,7,trap grids,,
392,Puspitasari_2016,Puspitasari_2016_data,Pemagaran ,9,15.56,Puspitasari_2016,,,,16,1,-5.634833333,106.579,Beetles,real island,,05°38.09' S 106°34.74' E,05°38.09' S 106°34.74' E,-5.634833333,106.579,FALSE,7,trap grids,,
393,Puspitasari_2016,Puspitasari_2016_data,Pramuka,6,19.92,Puspitasari_2016,,,,16,2,-5.745333333,106.615,Beetles,real island,,05°44.72' S 106°36.90' E,05°44.72' S 106°36.90' E,-5.745333333,106.615,FALSE,12,trap grids,,
394,Puspitasari_2016,Puspitasari_2016_data,Putri Barat ,10,9.63,Puspitasari_2016,,,,15,2,-5.5925,106.5566667,Beetles,real island,,05°35.55' S 106°33.40' E,05°35.55' S 106°33.40' E,-5.5925,106.5566667,FALSE,7,trap grids,,
395,Puspitasari_2016,Puspitasari_2016_data,Rambut ,2,45.8,Puspitasari_2016,,,,20,2,-5.978,106.6928333,Beetles,real island,,05°58.68' S 106°41.57' E,05°58.68' S 106°41.57' E,-5.978,106.6928333,FALSE,7,trap grids,,
396,Puspitasari_2016,Puspitasari_2016_data,Untung Jawa ,1,39.12,Puspitasari_2016,,,,12,1,-5.976833333,106.703,Beetles,real island,,05°58.61' S 106°42.18' E,05°58.61' S 106°42.18' E,-5.976833333,106.703,FALSE,12,trap grids,,
397,Rangasamy_2014,Rangasamy_lizards_2014_data,Afra Bay,,,,,,,634,1,7.214166667,93.81805556,reptiles and amphibians,not an island,,"7°11'111""N, 93°44'305""E",,7.214166667,93.81805556,FALSE,NA,random search,,
398,Rangasamy_2014,Rangasamy_lizards_2014_data,Danapur,,,,,,,733,1,13.07222222,92.98083333,reptiles and amphibians,not an island,,"12°54'620""N, 92°54'291""E",,13.07222222,92.98083333,FALSE,NA,random search,,
399,Rangasamy_2014,Rangasamy_lizards_2014_data,Diglipur,,,,,,,733,1,13.31083333,93.16916667,reptiles and amphibians,not an island,,"13°15'219""N, 93°2'489""E",,13.31083333,93.16916667,FALSE,NA,random search,,
400,Rangasamy_2014,Rangasamy_lizards_2014_data,East West Road,,,,,,,634,1,7.2125,93.98027778,reptiles and amphibians,not an island,,"6°57'945""N, 93°55'229""E",,7.2125,93.98027778,FALSE,NA,random search,,
401,Rangasamy_2014,Rangasamy_lizards_2014_data,Galathea Bay,,,,,,,634,1,6.8825,94.09472222,reptiles and amphibians,not an island,,"6°49'237""N, 93°51'881""E",,6.8825,94.09472222,FALSE,NA,random search,,
402,Rangasamy_2014,Rangasamy_lizards_2014_data,Gandhi Nagar,,,,,,,634,1,6.893055556,93.98916667,reptiles and amphibians,not an island,,"6°50'215""N, 93°53'381""E",,6.893055556,93.98916667,FALSE,NA,random search,,
403,Rangasamy_2014,Rangasamy_lizards_2014_data,Govind Nagar,,,,,,,634,1,7.245833333,93.93111111,reptiles and amphibians,not an island,,"6°59'945""N, 93°54'112""E",,7.245833333,93.93111111,FALSE,NA,random search,,
404,Rangasamy_2014,Rangasamy_lizards_2014_data,Havelock,Havelock,11393,Surendran_Vasudevan_2015,160,Davidar_personnal_communication,maximum elevation,202,1,11.976,92.993,reptiles and amphibians,real island,,"11.976N, 92.993E",,11.976,92.993,FALSE,NA,random search,,
405,Rangasamy_2014,Rangasamy_lizards_2014_data,Iawful Greek,Great Nicobar (Lawful or Laful Creek),,,,,,634,1,7.176388889,93.93472222,reptiles and amphibians,not an island,,"7°10'35""N, 93°52'245""E",,7.176388889,93.93472222,FALSE,NA,random search,,
406,Rangasamy_2014,Rangasamy_lizards_2014_data,Inglis,Inglis,140,Davidar_2001,5,Davidar_personnal_communication,maximum elevation,35,1,12.139,93.116,reptiles and amphibians,real island,,"12.139N, 93.116E",,12.139,93.116,FALSE,NA,random search,,
407,Rangasamy_2014,Rangasamy_lizards_2014_data,Johinder Nagar,Great Nicobar (Joginder Nagar),,,,,,634,1,7.2125,93.98027778,reptiles and amphibians,not an island,,"6°57'945""N, 93°55'229""E",,7.2125,93.98027778,FALSE,NA,random search,,
408,Rangasamy_2014,Rangasamy_lizards_2014_data,John Lawrence,John Lawrence,3500,Davidar_2001,150,Davidar_personnal_communication,maximum elevation,139,1,12.088,93.025,reptiles and amphibians,real island,,"12.088N, 93.025E",,12.088,93.025,FALSE,NA,random search,,
